,Unnamed: 0.1,Unnamed: 0,price,artist,fame,title,yearCreation,signed,condition,period,movement
0,0,0,28.500 USD,Tommaso Ottieri,0.0,Bayreuth Opera,2021,Signed on verso,This work is in excellent condition.,Contemporary,Baroque
1,1,1,3.000 USD,Pavel Tchelitchew,0.0,Drawings of the Opera,First Half 20th Century ,Signed and titled,Not examined out of frame.No obvious signs of wear to works.,Post-War,Surrealism
2,2,2,5.000 USD,Leo Gabin,98.0,Two on Sidewalk,2016,"Signed, titled and dated on verso",This work is in excellent condition.,Contemporary,Abstract
3,3,3,5.000 USD,Matthias Dornfeld,88.0,Blumenszene,2010,"Signed, titled and dated on the reverse with the artist's stamp",This work is in excellent condition.There is minor craquelure inherent to the artist's work.,Contemporary,Abstract
4,4,4,2.500 USD,Alexis Marguerite Teplin,0.0,Feverish Embarkation,2001,Signed on verso,This work is in excellent condition.,Contemporary,Abstract
5,5,5,7.575 USD,Kenzo Okada,147.0,Bamboo,1977,Signed lower right recto; numbered lower left recto ,"This work is in excellent condition, direct from the publisher.",Contemporary,Abstract Expressionism
6,6,6,7.550 USD,Francesco Clemente,137.0,Air,2007,"Numbered and signed on bottom corner, recto","This work is in excellent condition, direct from the publisher.",Contemporary,Neo-Expressionism
7,7,7,3.550 USD,Günther  Förg,124.0,Untitled (Green),1993,Signed lower right recto; numbered lower left recto ,"This work is in very good condition, direct from the publisher.",Contemporary,Modernism
8,8,8,3.075 USD,Dan Walsh,122.0,Manifold - Blue,2014,Signed lower right recto; numbered lower left recto ,"This work is in excellent condition, direct from the publisher.",Contemporary,Minimalism
9,9,9,3.550 USD,Günther  Förg,124.0,Untitled (Orange/Black),1993,Signed lower right recto; numbered lower left recto ,"This work is in excellent condition, direct from the publisher.",Contemporary,Modernism
10,10,10,3.075 USD,Dan Walsh,122.0,Manifold - Red,2014,Signed lower right recto; numbered lower left recto ,"This work is in excellent condition, direct from the publisher.",Contemporary,Minimalism
11,11,11,40.000 USD,Friedel Dzubas,80.0,Upstream,1973,Signed and dated on verso,This work is in excellent condition.,Contemporary,Abstract
12,12,12,15.000 USD,Zhang Yu,0.0,96.6.2,[nan],Signed lower right,"This work is in very good condition; however, there is significant rippling of the paper throughout, including a large crease down center front. These undulations are most likely caused by the nature of the materials used.",Contemporary,[nan]
13,13,13,7.000 USD,Chris Ofili,152.0,"Last Night, New Day",2008,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,"Punk, Young British Artists, Abstract"
14,14,14,4.000 USD,Marcel Dzama,132.0,Here's a Fine Revolution,2015,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Magic Realism 
15,15,15,4.000 USD,Leonardo Drew,131.0,CPP11,2015,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Post-Minimalism
16,16,16,5.000 USD,Anne Appleby,0.0,Cottonwood,2012,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Minimalism
17,17,17,8.000 USD,Sol LeWitt,210.0,Horizontal Bands (More or Less) Red/Green,2002,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Minimalism
18,18,18,5.500 USD,Jockum Nordström,114.0,House and Bugs,2008,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Surrealism
19,19,19,2.500 USD,William Bailey,71.0,Stradina,2002,Signed lower right corner,"This work is in excellent condition, direct from the publisher.",Contemporary,Realism
20,20,20,7.000 USD,Al Held,178.0,Fly Away,1992,Signed verso,"This work is in excellent condition, direct from the publisher.",Contemporary,Abstract Expressionism
21,21,21,6.000 USD,Tomma Abts,140.0,Untitled (small circles),2015,Signed on lower right corner,"The work is in excellent condition, direct from the publisher.",Contemporary,Abstract
22,22,22,7.000 USD,Richard Tuttle,173.0,Trans Asian,1993,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Post-Minimalism
23,23,23,7.000 USD,Matt Mullican,79.0,"REPRESENT THE WORK, Logo",2020,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
24,24,24,8.000 USD,Leonardo Drew,131.0,CPP1,2015,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Post-Minimalism
25,25,25,6.500 USD,Pat Steir,138.0,Hand Painted Lily #1,1992 - 2004,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
26,26,26,10.000 USD,Wayne Thiebaud,109.0,Dark Canyon Bluffs,2014,Signed bottom right,"This work is in excellent condition, direct from the publisher.",Contemporary,Modernism
27,27,27,10.000 USD,Anish Kapoor,163.0,Untitled 12,1991,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
28,28,28,8.500 USD,Charline von Heyl,92.0,Nightpack (Red Yellow Blue),2014,Signed bottom right,"This work is in excellent condition, direct from the publisher.",Contemporary,Abstract
29,29,29,4.000 USD,Leonardo Drew,131.0,CPP10,2015,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Post-Minimalism
30,30,30,2.800 USD,Patricia Treib,145.0,Pendulum,2018,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Abstract
31,31,31,12.000 USD,Guy Pène Du Bois,141.0,Billboard,1920,Signed Guy Pène du Bois and dated 20 (lower left),"The following condition report has been provided by Simon Parkes Art Conservation, Inc., New York, an independent restorer who is not an employee of Sotheby's:This work is in good condition.It has developed mild thin cracks across the top edge and across the bottom edge, not unusual for plywood.The cracks have not been retouched, except in the left shoulder of the figure, and will remain stable.The paint layer is clean and lightly varnished.There are a few retouches in tiny spots around the edges, in the left elbow of the figure and in 5 small spots in the left background.Pene du Bois' original color reads quite strongly in the hat and in the diagonal green line across the lower part of the picture, but this is all original pigment. The work should be hung as is.",Modern,Realism
32,32,32,2.000 USD,Jason Bereswill,0.0,Study for Saline Rocks,2008,[nan],Mounted to a new mat ,Contemporary,Realism
33,33,33,5.000 USD,Bernard Taurelle,0.0,Jeune Fille Songeuse,Mid 20th Century ,"Signed bottom left, titled verso",This work is in excellent condition.There is one minor puncture mark to the far left of the canvas.,Post-War,Post-Impressionism
34,34,34,3.000 USD,Louis Fabien,0.0,Coupe et Fruits,Mid 20th Century ,"Signed lower left, titled inscribed ""Coupe et Fruits"" on front plaque",This work is in excellent condition.Two minor tears to the upper right and bottom left fabric mat.,Post-War,Impressionism
35,35,35,5.000 USD,Bernard Taurelle,0.0,Le Gouter ,Mid 20th Century ,"Signed by artist bottom right, titled verso",This work is in excellent condition.Minor chips to the frame's ornament.,Post-War,Impressionism
36,36,36,15.000 USD,Kehinde Wiley,154.0,Sophie Arnould Study II,2016,"Signed in pencil, dated and numbered lower right","The work is in excellent condition, direct from the publisher.",Contemporary,Realism
37,37,37,6.000 USD,James A. Fetherolf,0.0,Agathlan (Monument Valley),Second Half 20th Century ,Signed FETHEROLF (lower right); also titled (on the stretcher),The canvas is unlined and tacked to the original stretchers. There is frame abrasion along the edges with associated chip losses. Under UV: The work retains an uneven varnish. ,Post-War,Realism
38,38,38,2.500 USD,Julia Noffsinger Rogers,0.0,Dappled Light,Second Half 20th Century ,Signed Julia Noffsinger Rogers (lower right),The canvas is unlined and tacked to the original stretchers.There is minor frame abrasion around the extreme outer edges. Under UV: The work retains an uneven varnish and there are no signs of inpainting or previous restoration. ,Post-War,Realism
39,39,39,900 USD,Julia Noffsinger Rogers,0.0,Breeze Through the Grass ,Second Half 20th Century ,Signed J. Rogers (lower left),There is minor frame abrasion along the extreme edges.Under UV: The work retains an uneven varnish and there are no signs of inpainting or previous restoration. ,Post-War,Realism
40,40,40,800 USD,Grant Hacking,0.0,From Hal's Eye,Second Half 20th Century ,Signed Grant Hacking and titled (lower right),There is frame abrasion with associated losses in the extreme outer corners. Under UV: The work retains an uneven varnish.,Post-War,Realism
41,41,41,700 USD,Linda Besse,0.0,Servel Portrait,2003,Signed Linda Besse;  dated ©  2003 (lower right),The work is in original condition.Under UV: There are no signs of inpainting or previous restoration. ,Contemporary,Realism
42,42,42,1.200 USD,Grant Hacking,0.0,To the Kouppie,Second Half 20th Century ,Signed Grant Hacking (lower left); signed Grant Hacking (on the reverse of the frame),There is frame abrasion along the edges. Under UV: There do not appear to be signs of inpainting or previous restoration. ,Post-War,Realism
43,43,43,700 USD,Vic Guhrs,0.0,Lion and Birds,Second Half 20th Century ,Signed Vic Guhrs (lower right),The canvas is unlined and tacked to the original stretchers and there is minor frame abrasion along the bottom edge. Under UV: There are no signs of inpainting or previous restoration.,Post-War,Realism
44,44,44,7.000 USD,James A. Fetherolf,0.0,Canadian Spring,Second Half 20th Century ,Signed Fetherolf (lower right); titled on the stretcher ,The canvas is unlined and tacked to the original stretchers. The canvas is slightly dirty and there is a visible stretcher bar mark in the top register.Under UV: There are no signs of inpainting or previous restoration.,Post-War,Realism
45,45,45,5.000 USD,Pierre Couzy,0.0,Vigilant Cheetah,Second Half 20th Century ,Signed P. Couzy (lower right) ,The canvas is unlined and tacked to the original stretchers. Under UV: There are no signs of inpainting or previous restoration. ,Post-War,Realism
46,46,46,3.000 USD,Grant Hacking,0.0,Zebras Drinking,2000,Signed Grant Hacking © and dated ‘00 (lower left),The canvas is unlined and there is minor frame abrasion along the extreme edges.Under UV: There are no signs of inpainting or previous restoration. ,Contemporary,Realism
47,47,47,3.000 USD,Grant Hacking,0.0,Cheetah Family (Distant Rain) ,Second Half 20th Century ,Signed © Grant Hacking (lower left),The canvas is unlined and tacked to the original stretchers. There is minor frame abrasion along the extreme edges. Under UV: The work retains an uneven varnish and there are no signs of inpainting or previous restoration. ,Post-War,Realism
48,48,48,1.200 USD,Grant Hacking,0.0,Looking for Game ,2010,"Signed Grant Hacking (lower left); titled, dated © 2010, signed Grant Hacking (on the reverse)",The canvas is unlined and tacked to the original stretchers. Under UV: There are no signs of inpainting or previous restoration.,Contemporary,Realism
49,49,49,5.000 USD,Pierre Couzy,0.0,Cheetah,Second Half 20th Century ,Signed P. Couzy (lower right),The canvas is unlined and tacked to the original stretchers.There is minor frame abrasion along the edges. Under UV: There are no signs of inpainting or previous restoration.,Post-War,Realism
50,50,50,1.000 USD,Linda Besse,0.0,In the Grass - Cheetah,2005,Signed Linda Besse and dated © 2005 (lower right),There is minor frame abrasion along the edges. Under UV: The work retains an uneven varnish and there are no signs of inpainting or previous restoration.,Contemporary,Realism
51,51,51,700 USD,Grant Hacking,0.0,A Curious Glance,Second Half 20th Century ,Signed Grant Hacking (lower right),The canvas is unlined. Under UV: There are no signs of inpainting or previous restoration.,Post-War,Realism
52,52,52,800 USD,Linda Besse,0.0,Lion Cubs,2002,Signed Linda Besse;  dated ©  2002 (lower left),The work is in original condition. Under UV: there are no signs of inpainting or previous restoration.,Contemporary,Realism
53,53,53,5.000 USD,Grant Hacking,0.0,"Late Afternoon Shadows, Cheetah",2001,Signed Grant Hacking (lower left),"The canvas is unlined and tacked to the original stretchers.There is frame abrasion along the edges and there are a few scattered pindots of surface accretions within the sky.Under UV: While some pigments fluoresce, they appear to be the artist's original.",Contemporary,Realism
54,54,54,5.000 USD,James A. Fetherolf,0.0,Big Medicine,Second Half 20th Century ,Signed FETHEROLF. (lower right); titled (on the stretcher),The work is unlined and tacked to the original stretchers. There is a small surface scuff in the rock formation at lower left. ,Post-War,Realism
55,55,55,5.000 USD,James A. Fetherolf,0.0,Mount Eisenhower (Banff National Park),Second Half 20th Century ,Signed Fetherolf (lower right); titled (on the stretcher),The canvas is unlined and tacked to the original stretchers. The work is slightly dirty. Under UV: There are no signs of inpainting or previous restoration.,Post-War,Realism
56,56,56,1.200 USD,Elsa Cornelissen,0.0,Untitled (Cheetah Drinking),Second Half 20th Century ,Signed E.CORNELISSEN (lower left),The board is affixed to the support and mat along all four edges. Due to the nature of the mounting the extreme outer edges and reverse have not been inspected. The surface of the work is clean. Under UV: There do not appear to be signs of inpainting or previous restoration.,Post-War,Realism
57,57,57,30.000 USD,Michael Ghaui,0.0,Zebra on the Mwagusi Sand River ,1999,Signed MAGhaui ©; dated 99 (lower left),"The canvas is unlined and tacked to the original stretchers. Under UV: While some pigments read strongly, they appear to be the artist’s original.  ",Post-War,Realism
58,58,58,6.000 USD,Grant Hacking,0.0,Zebras in the Hills,2000,Signed Grant Hacking © and dated 2000 (lower left),The canvas is unlined and there is minor frame abrasion to the extreme edges.Under UV: The work retains an uneven varnish and there are no signs of inpainting or previous restoration.,Contemporary,Realism
59,59,59,2.500 USD,Elsa Cornelissen,0.0,Leopard on Log,Second Half 20th Century ,Signed ECornelissen (lower right),"The work is made up of collage of oil on leather and hardening compound and wood secured to board.The leather is stable and secured to the backing board. Under UV: Although some pigments fluoresce, this is inherent to the mixed media used by the artist.",Post-War,Realism
60,60,60,5.500 USD,Philip Howard Evergood,149.0,Wounders of a Frog ,1958,Signed Philip Evergood bottom right corner recto ,Not examined out of frame.Work is in original condition.,Post-War,Expressionism
61,61,61,34.000 USD,Adolf Schreyer,0.0,Arab Chief,19th Century ,Signed Ad. Schreyer (lower left),"The canvas is not lined.Fine craquelure in the sky, under a dull and yellowed varnish.Under UV light, possible old inpainting on the center figure's saddle and the hindquarters of the brown horse at right.",19th Century,Realism
62,62,62,5.000 USD,Sergei Bongart,0.0,"Untitled, Still Life with Watermelon",Circa 1970 - 1979,Signed bottom right recto,"Not examined out of frame.No obvious signs of wear to painting.Frame shows signs of wear and use, minor nicks and scrapes.",Post-War,Post-Impressionism
63,63,63,12.000 USD,Joseph Rusling Meeker,0.0,"Boating, Early Autumn ",1877,"Signed JR Meeker, (lower left)",Very good condition.Relined.,19th Century,Realism
64,64,64,20.000 USD,Hiram Reynolds Bloomer,0.0,Yosemite Valley with Native American Encampment,Circa 1877,"Signed H R. Bloomer, (lower left)",Canvas is in overall very good condition.Frame is in poor condition.This work has been restored by Marco Grassi.,19th Century,Realism
65,65,65,7.150 USD,Edward Moran,140.0,Boy and His Boat,Second Half 19th Century ,Signed lower left recto,"Not examined out of frame.Some cracking to painting from age.Nicks and cracks to frame, more prominently on corners.",19th Century,Realism
66,66,66,10.000 USD,Felix Schlesinger,0.0,Untitled ,19th Century ,Signed in upper left recto,"Not examined out of frame.Rubbing of frame caused some loss to paint across the top of painting, most predominately in the center.Nicks and chips to the frame, largest nicks are on the top left and bottom right.Wear consistent with age.",19th Century,Realism
67,67,67,2.250 USD,Takashi Murakami,142.0,Jellyfish Eyes - Black 3,2004,"Signed and numbered in silver ink, lower right",This work is in excellent condition.,Contemporary,Pop Art
68,68,68,3.000 USD,Takashi Murakami,142.0,"And Then... All Things Good and Bad, All Days Fine and Rough",2014,"Signed and numbered in ink, lower right",This work is in excellent condition.,Contemporary,Pop Art
69,69,69,2.250 USD,Takashi Murakami,142.0,Jellyfish Eyes - Black 1,2004,"Signed and numbered in silver ink, lower right",This work is in excellent condition.,Contemporary,Pop Art
70,70,70,3.000 USD,Takashi Murakami,142.0,Flower Ball (Dumpling),2013,"Signed and numbered in silver ink, lower right",This work is in excellent condition.,Contemporary,Pop Art
71,71,71,2.250 USD,Takashi Murakami,142.0,Jellyfish Eyes - White 1,2006,"Signed and numbered in silver ink, lower right",This work is in excellent condition.,Contemporary,Pop Art
72,72,72,14.000 USD,KAWS,201.0,Man's Best Friend,2016,Signed and dated in pencil recto,Excellent condition ,Contemporary,Street Art
73,73,73,70.000 USD,Roy Lichtenstein,141.0,Landscape Mobile (Limoges),1990,Signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Pop Art
74,74,74,1.895 USD,George Pearse Ennis,0.0,River Scene,Circa 1925,"Signed ""Ennis"" at lower right.",Minor fading.Frame shows some wear.,Modern,Impressionism
75,75,75,3.250 USD,Edgar Nye,0.0,Going Home #24,1935,[nan],Wear consistent with age and use. ,Modern,Expressionism
76,76,76,7.500 USD,George Pearse Ennis,0.0,Harbor Scene,1928,"Signed lower left ""Ennis"" and titled ""Silvery Light"" in pencil on stretcher bar. ",Wear consistent with age and use.,Modern,Impressionism
77,77,77,2.500 USD,Doris McCarthy,0.0,funzionario,2021,[nan],Excellent condition.,Contemporary,Abstract
78,78,78,2.500 USD,Doris McCarthy,0.0,rosadue,2021,"Signed, titled, dated and numbered recto ",Excellent condition.,Contemporary,Abstract
79,79,79,2.500 USD,Doris McCarthy,0.0,orizzontale,2021,"Titled, numbered, signed and dated recto",Excellent condition.,Contemporary,Abstract
80,80,80,2.500 USD,Doris McCarthy,0.0,giallouno,2022,"Signed, titled, dated and numbered recto ",Excellent condition.,Contemporary,Abstract
81,81,81,7.000 USD,Flip Schulke,0.0,Ali Underwater,"1961, printed in 2010","Signed and editioned '37 of 99' in pencil by Gary Truman, the photographer's archive manager, and Donna Schulke, the photographer's widow, on the reverse.",This print is in generally excellent condition.,Modern,Realism
82,82,82,12.000 USD,Cindy  Sherman,128.0,Madame de Pompadour (née Poisson),1990,Each signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
83,83,83,10.000 USD,Cindy  Sherman,128.0,Madame de Pompadour (née Poisson),1990,Each signed and numbered,"This work is in excellent condition, direct from the publisher",Contemporary,Conceptual 
84,84,84,2.500 USD,Joel Otterson,0.0,Mr. and Mrs. Monster Meat Carving Set,1994,Signed and numbered on the base,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
85,85,85,900 USD,César,137.0,L'Empreinte Digitale (White),1991,Signed and numbered by the artist,"This work is in excellent condition, direct from the publisher.",Contemporary,Nouveau Réalisme
86,86,86,900 USD,César,137.0,L'Empreinte Digitale (Blue),1991,Signed and numbered by the artist,"This work is in excellent condition, direct from the publisher.",Contemporary,Nouveau Réalisme
87,87,87,12.000 USD,Cindy  Sherman,128.0,Madame de Pompadour (née Poisson),1990,Each piece signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
88,88,88,12.000 USD,Cindy  Sherman,128.0,Madame de Pompadour (née Poisson),1990,Each signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
89,89,89,800 USD,Jean Tinguely,148.0,Amour Totale,1991,Signed and numbered on the back,"This work is in excellent condition, direct from the publisher.",Contemporary,Nouveau Réalisme
90,90,90,18.000 USD,Yinka Shonibare CBE,138.0,Carriage Clock,"3D printed using ABS, PLA plastics, resin, automobile paints, etched brass, dry transfers, acrylic mirror, batik fabric, quartz clock","Each edition is accompanied by a colophon, signed, and numbered by the artist and stamped with his seal","This work is in excellent condition, direct from the publisher.",Contemporary,Social Realism
91,91,91,1.500 USD,Meyer Vaisman,0.0,Leo,1992 - 1993,Signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Neogeo
92,92,92,800 USD,Jean Tinguely,148.0,Amour Totale,1991,Signed and numbered on the back,"This work is in excellent condition, direct from the publisher.",Contemporary,Nouveau Réalisme
93,93,93,10.000 USD,Cindy  Sherman,128.0,Madame de Pompadour (née Poisson),1990,Each piece signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
94,94,94,42.500 USD,Cindy  Sherman,128.0,Madame de Pompadour (née Poisson),1990,Signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
95,95,95,42.500 USD,Cindy  Sherman,128.0,Madame de Pompadour (née Poisson),1990,Signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
96,96,96,27.500 USD,George Segal,118.0,Classical Still Life,1990,Signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Pop Art
97,97,97,7.000 USD,Lucas  Samaras,136.0,Platter,1996,Signed and numbered on the base,"This work is in excellent condition, direct from the publisher.",Contemporary,Surrealism
98,98,98,7.000 USD,Tom Otterness,169.0,Elijah Cup,1994,Signed and numbered on the bottom,"This work is in excellent condition, direct from the publisher.",Contemporary,Social Realism
99,99,99,18.000 USD,Tom Otterness,169.0,Seder Plate,1994,Signed and numbered on the back,"This work is in excellent condition, direct from the publisher.",Contemporary,Social Realism
100,100,100,5.000 USD,John Chamberlain,146.0,Tasted Snow,1996,Signed and numbered verso,"This work is in excellent condition, direct from the publisher.",Contemporary,Abstract Expressionism
101,101,101,8.000 USD,Walter Robinson,0.0,Tumultuous Heart,2017,Signed certificate of authenticity,This work is in excellent condition.,Contemporary,Pop Art
102,102,102,10.000 USD,James Welling,177.0,New Abstraction No. 59 (Red Stripe),2010,Signed and numbered on label by the artist,This work is in excellent condition.,Contemporary,Conceptual 
103,103,103,24.000 USD,Brian Calvin,153.0,Beneath the Sun,2019,Signed certificate of authenticity,"This work is in excellent condition, direct from the publisher.",Contemporary,Surrealism
104,104,104,8.500 USD,Jonathan Lasker,156.0,Untitled,2011,Signed and numbered on label by the artist,"This work is in excellent condition, direct from the publisher.",Contemporary,Abstract
105,105,105,18.000 USD,Jonas Wood,145.0,Yellow and Orange Orchid Clipping,2018,Signed certificate of authenticity,This work is in excellent condition.,Contemporary,Pop Art
106,106,106,22.500 USD,Gustave Blache III,0.0,Natalie Scrape Cleaning,2014,Signed upper right,This work is in very good condition.,Contemporary,Realism
107,107,107,42.000 USD,Gustave Blache III,0.0,Celia with Blade (Standing on Footstool),2016,Signed upper right,This work is in very good condition.,Contemporary,Realism
108,108,108,28.500 USD,Gustave Blache III,0.0,Simon Test Cleaning with Bonhams,2014,Signed lower right,This work is in very good condition.,Contemporary,Realism
109,109,109,8.500 USD,Darío Escobar,101.0,Sin Título,2016,"Signed, dated and numbered","The work is in excellent condition, direct from the publisher.",Contemporary,Pop Art
110,110,110,1.800 USD,Ivan Albright,0.0,Follow Me,1948,Signed and titled in pencil in lower margin,Light spotting to print margins.Small scuffs to frame. Artwork not examined outside of frame. ,Modern,Realism
111,111,111,6.000 USD,Michael Wesely,163.0,Square Meals,1996,"A Galerie Walter Storms postcard on the reverse of the mount, with credit, title and date engraved on the side.","Please note, the colors and shades in the online catalogue illustration may vary depending on screen settings. This Cibachrome print is in generally excellent condition. The colors remain vibrant and saturated, with no apparent fading. Visible only upon very close examination are occasional deposits of retouching. When examined closely in high raking light, some shallow scratches care visible, possibly a result of processing. There is an approximately one-inch scratch in the lower right quadrant, primarily in the margin, and each margin corner is scuffed where the print has been in contact with the frame. None of the aforementioned are immediately visible nor do they detract from the overall fine appearance of this photograph.",Contemporary,Abstract
112,112,112,6.000 USD,Russell Young,142.0,Marilyn Crying (B+W),[nan],Signed by artist bottom right,This work is in excellent condition.There is some slight warping of paper on the bottom left.Frame has a minor 5 inch scratch to top.Not examined out of frame.,Contemporary,Pop Art
113,113,113,6.000 USD,John Fischer,0.0,Cain and Abel,1971,Signed front right lower corner in paint; titled and dated on the verso in ink,Very small hole at center of canvas.Moderate edge wear.,Post-War,Expressionism
114,114,114,3.000 USD,John Fischer,0.0,Vive la France,1960,[nan],"Some areas of edges are covered with adhesive paper, missing at corners.Moderate edge wear with small gouges to canvas edges and corners.Moderate wear to wood frame.The back fitted with a hanging wire.",Post-War,Expressionism
115,115,115,6.500 USD,John Fischer,0.0,Secret Source,1972,[nan],Unpainted stapled edges.Occasional edge wear to canvas.,Post-War,Expressionism
116,116,116,6.000 USD,John Fischer,0.0,Portrait,1972,Signed and dated on the verso upper right corner in pen,Occasional marks and fraying to canvas edge. ,Post-War,Expressionism
117,117,117,6.000 USD,John Fischer,0.0,Horizontal Extension,1990,[nan],"Nicks, gouges and moderate edge wear.",Post-War,Expressionism
118,118,118,6.000 USD,John Fischer,0.0,Yaweh,1984,Signed and dated on the verso in paint,"Not examined outside of frame.Nicks, scratches and some yellowing to frame. ",Post-War,Expressionism
119,119,119,2.000 USD,John Fischer,0.0,Untitled,Late 20th Century ,Signed on the verso in ink,Pinholes and tears at corners.,Post-War,Expressionism
120,120,120,4.000 USD,John Fischer,0.0,Untitled ,1984,[nan],Occasional edge wear to canvas sides and corners.,Post-War,Expressionism
121,121,121,3.000 USD,John Fischer,0.0,Triangle #NY.6,1972,Signed on the verso in paint and pen,Occasional nicks and edge wear.,Post-War,Expressionism
122,122,122,5.000 USD,John Fischer,0.0,Escape,1981,[nan],Occasional marks and wear to edges. ,Post-War,Surrealism
123,123,123,3.000 USD,John Fischer,0.0,Triangle #NY,1972,[nan],Occasional nicks to edges.,Post-War,Abstract
124,124,124,6.000 USD,John Fischer,0.0,Untitled ,1971,[nan],Occasional wear to edges.,Post-War,Expressionism
125,125,125,6.000 USD,John Fischer,0.0,Horizontal Line of Lines,1990,[nan],"Sides are wrapped with adhesive paper. Occasional nicks, gouges and edge wear. ",Post-War,Expressionism
126,126,126,6.000 USD,John Fischer,0.0,Untitled ,1971,[nan],Occasional marks and wear to edges.,Post-War,Expressionism
127,127,127,3.000 USD,John Fischer,0.0,Triangle #G.10,1984,Signed in paint verso ,"Occasional nicks, scratches and edge wear.More noticeable gouge to left edge.Sides are wrapped with adhesive paper, small string attached at edge.",Post-War,Abstract
128,128,128,5.995 USD,James A. Fetherolf,0.0,Abandoned Barn,Second Half 20th Century ,Signed Fetherolf (lower right),Work is in original condition.,Post-War,Realism
129,129,129,5.995 USD,James A. Fetherolf,0.0,Untitled (Laguna),Second Half 20th Century ,Signed Fetherolf  (lower right) ,Work in original condition.,Post-War,Realism
130,130,130,14.000 USD,KAWS,201.0,Man's Best Friend ,2016,Signed and dated in pencil recto ,Excellent condition.,Contemporary,Street Art
131,131,131,14.000 USD,KAWS,201.0,Man's Best Friend ,2016,Signed and dated in pencil recto,Excellent condition.,Contemporary,Street Art
132,132,132,2.000 USD,Henry Moore,174.0,"Les Poètes, Four Standing Figures",1973,Initialed on bottom right,No obvious signs of damage or wear.,Post-War,Abstract
133,133,133,2.000 USD,Henry Moore,174.0,"Les Poètes, Ideas from a Sketchbook",1976,Initialed bottom right,No obvious signs of damage or wear.,Post-War,Abstract
134,134,134,2.000 USD,Henry Moore,174.0,"Les Poètes, Three Sculptural Forms",1973,Initialed on bottom right,No obvious signs of damage or wear.,Post-War,Abstract
135,135,135,2.000 USD,Henry Moore,174.0,"Les Poètes, Reclining Woman",1973,Initialed on bottom right,No obvious signs of damage or wear.,Post-War,Abstract
136,136,136,2.000 USD,Henry Moore,174.0,"Les Poètes, Creole Lady",1973,Initialed on bottom right,No obvious signs of damage or wear.,Post-War,Abstract
137,137,137,2.000 USD,Henry Moore,174.0,"Les Poètes, Two Heads",1973,Initialed on bottom right,No obvious signs of damage or wear.,Post-War,Abstract
138,138,138,3.500 USD,Marc Chagall,179.0,"The Angel, M.288",1960,[nan],No obvious signs of wear to print.,Post-War,Surrealism
139,139,139,3.000 USD,Lucien Hervé,0.0,Maquette de Jean Prouvé,1950,"Signed, dated and titled verso",One small crease to photograph on the bottom edge.Artist retouch marks in upper right-hand corner.Cropped to size by artist.,Post-War,Realism
140,140,140,5.000 USD,Edmund Darch Lewis,135.0,Morning on the Brandywine ,1896,Signed and dated lower left recto,Not examined out of frame.No visible loss to painting.Craquelure on surface of canvas from age.Loss to frame on lower right.Discoloration to back of canvas consistent with age.,19th Century,Realism
141,141,141,9.500 USD,Robert Indiana,166.0,"Seasons of Hope, Summer",2012,"Signed, dated, and numbered in pencil recto",No obvious signs of damage or wear.,Contemporary,Pop Art
142,142,142,2.200 USD,Charlemagne Palestine,151.0,356 CcornUuoOrphanosS two,2018,Signed by artist on front,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
143,143,143,4.000 USD,Lita Albuquerque,144.0,Island Universes I,2002 - 2020,Signed by artist on front,"The work is in excellent condition, direct from the publisher.",Contemporary,Environmental Art
144,144,144,2.500 USD,Math Bass,123.0,Newz!,2018,Signed by artist on back,"The work is in excellent condition, direct from the publisher.",Contemporary,Geometric Abstraction
145,145,145,5.500 USD,David Lamelas,117.0,Woman Running in Twelve Sections,1965 - 2018,Signed by artist on bottom right,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
